,ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
1955,1955,retained,68,54,132.039297,242,72,0,2678.409949,2226.483689,15,14,iPhone
1057,1057,retained,31,25,181.6859637,2146,163,34,9695.742469,2206.648487,20,11,iPhone
9056,9056,retained,92,80,151.4955589,1242,0,0,5445.665696,2893.164701,4,0,iPhone
9706,9706,retained,11,9,20.75108027,2511,2,0,2697.016355,1931.466334,31,22,iPhone
5556,5556,retained,156,126,229.7679493,2866,89,17,4794.571377,2978.816362,23,19,iPhone
4436,4436,retained,96,77,302.4330295,156,80,0,4699.210006,3344.911447,16,14,Android
1399,1399,retained,113,91,356.8703249,3257,93,91,9683.909498,2606.397449,21,18,Android
12849,12849,churned,77,62,79.10702078,542,386,8,1364.124289,655.1714766,21,12,Android
9642,9642,retained,54,44,462.9816582,2756,119,0,2402.531195,822.7382517,9,6,Android
10529,10529,retained,27,22,104.4418756,1558,143,0,2208.177738,1819.746947,22,17,Android
4990,4990,retained,52,43,160.2063412,1967,32,46,1652.863998,1342.741403,19,11,iPhone
12047,12047,churned,97,79,144.2330558,2585,12,23,5411.645395,2962.456219,2,0,iPhone
10127,10127,retained,53,43,239.1503533,1721,138,101,5656.442194,1280.857052,5,5,Android
2234,2234,churned,143,121,212.0582643,1984,0,0,6827.117162,5357.009466,4,3,iPhone
5144,5144,retained,26,24,163.4490017,3327,0,0,3519.403959,685.1966247,9,8,iPhone
14020,14020,retained,2,2,70.74977689,1971,237,61,1795.697651,1448.021553,13,13,Android
12038,12038,retained,146,142,288.7054173,3292,117,1,1725.437512,1236.981604,1,0,iPhone
1210,1210,retained,13,11,131.4919802,1027,75,4,7835.171126,3133.302292,17,9,iPhone
3669,3669,retained,221,177,828.4676441,3159,63,0,4262.126012,1200.6799,27,22,iPhone
10436,10436,churned,199,161,232.1524865,391,143,80,2355.543084,1088.743419,7,1,iPhone
2238,2238,retained,38,31,92.87439791,648,36,0,3594.277211,2902.7744,8,2,iPhone
13114,13114,churned,168,137,183.8100245,882,0,0,3661.312349,1114.178514,4,4,iPhone
10741,10741,retained,42,37,75.34281471,1134,114,24,3502.668757,2542.396447,18,10,iPhone
2948,2948,retained,157,125,282.3906142,1574,107,15,3034.056913,2115.465203,27,18,iPhone
11766,11766,retained,67,54,195.1268312,2502,141,20,3406.300367,2389.421192,19,10,iPhone
8387,8387,retained,62,51,167.7318802,1957,12,6,1404.377774,1011.266241,5,1,iPhone
13879,13879,retained,33,27,103.9697198,1583,375,10,6186.354024,3126.686494,19,11,Android
6216,6216,churned,187,154,553.5985657,2268,0,15,14936.04257,3128.848863,1,0,iPhone
12118,12118,retained,191,155,219.1724043,15,688,7,2567.141318,880.6038361,4,4,Android
7250,7250,retained,27,21,31.42185374,1811,43,0,2763.557307,1139.150302,28,20,iPhone
6690,6690,retained,243,194,316.8042789,895,0,0,1836.610054,317.9575952,5,5,iPhone
14125,14125,retained,43,35,57.9339532,2011,158,0,6708.055067,3865.178954,16,9,iPhone
5292,5292,retained,33,33,151.0838845,1714,99,0,7957.215682,4629.769035,4,1,iPhone
14140,14140,retained,68,59,261.2901165,640,0,0,2873.331977,2246.686474,25,23,iPhone
1434,1434,retained,2,1,122.3885944,3482,15,201,5308.369216,1192.006311,21,21,iPhone
14980,14980,churned,161,130,175.1498487,1067,179,2,2593.630089,1581.093136,12,12,Android
92,92,retained,106,86,203.3186425,846,318,0,3737.339752,1055.547009,9,3,iPhone
11384,11384,retained,81,71,114.1598563,3194,8,38,2356.026011,1921.200241,18,14,Android
11226,11226,,27,27,111.5538235,745,47,4,2516.245285,2035.425237,15,14,iPhone
11126,11126,retained,185,155,512.3413708,2123,0,23,2315.452106,1400.946841,16,9,Android
10991,10991,churned,68,67,110.2085961,435,145,42,5531.165721,3821.773943,6,6,Android
3469,3469,retained,23,21,170.2584746,1250,64,25,3833.550673,2671.115317,30,20,iPhone
13315,13315,retained,207,166,220.4888609,475,42,19,641.5257267,486.769019,22,16,iPhone
6444,6444,retained,21,19,146.5566242,1347,179,8,6080.536001,2382.063657,31,21,iPhone
4861,4861,retained,218,218,490.2386031,3354,245,123,1890.718758,286.0891136,10,6,Android
7459,7459,retained,11,11,93.28983686,509,37,174,8102.825731,880.0662522,7,3,iPhone
14196,14196,retained,223,179,415.8692911,2785,0,47,7064.15969,2130.75395,29,23,iPhone
7436,7436,retained,88,77,183.3581662,729,106,137,2287.560448,1176.872787,22,19,Android
10278,10278,retained,37,35,133.9782309,3498,65,99,1731.571336,959.2399844,13,13,Android
6594,6594,retained,121,97,249.1900154,3396,0,0,11207.91752,2541.787007,18,18,iPhone
10050,10050,retained,68,68,107.0003628,1766,78,0,5608.03041,697.8861239,10,6,Android
3449,3449,retained,429,346,527.0439523,1448,159,0,1549.140302,577.9620922,7,2,Android
9355,9355,retained,123,99,156.518426,2653,36,27,3334.170706,1910.477828,4,0,iPhone
1084,1084,retained,111,95,134.2450191,2425,339,3,4365.84801,2577.094847,12,11,iPhone
8748,8748,retained,52,41,228.8733673,3100,0,90,9381.526865,7393.372382,10,5,iPhone
2777,2777,churned,95,76,136.5922597,2233,179,0,2408.418509,720.6338889,10,9,Android
11433,11433,retained,59,48,201.4979022,1034,250,0,3300.460087,2744.92476,20,15,iPhone
428,428,churned,147,120,172.0794952,196,94,11,5708.703462,3784.224575,1,0,iPhone
5013,5013,retained,45,37,243.548137,2903,34,34,4290.846204,1109.518474,19,14,iPhone
12453,12453,retained,56,45,84.61009591,1414,0,0,10940.6058,2227.365886,23,20,Android
12405,12405,retained,17,14,51.85342029,3057,153,14,2962.381422,1638.426509,5,5,iPhone
13804,13804,retained,57,46,491.8577288,2847,56,15,8850.625181,4189.781919,21,18,Android
10846,10846,retained,21,16,163.5521403,1879,122,222,2529.490991,1435.44453,10,10,iPhone
13826,13826,retained,52,42,107.0845123,2509,202,19,6994.637216,2698.533148,14,13,iPhone
2698,2698,churned,30,24,51.99990422,66,102,9,4331.159721,1009.489239,8,4,Android
11558,11558,retained,125,100,159.5844894,1077,1,131,1995.324816,1583.358724,27,17,iPhone
10074,10074,,243,203,402.776276,2833,479,3,3041.774459,2439.262789,18,13,Android
11299,11299,retained,48,40,128.847112,3358,144,0,966.0150835,773.50676,15,9,Android
408,408,churned,26,26,150.4070537,1368,39,0,3575.579688,2784.629557,2,0,Android
7520,7520,retained,212,170,244.5931412,2085,101,141,4526.926761,989.3324512,25,16,iPhone
13295,13295,retained,323,285,447.7796557,2713,5,10,6616.227317,3625.660554,30,25,Android
1608,1608,retained,100,82,197.6324861,1026,53,0,1964.899689,1389.958002,14,12,iPhone
10431,10431,retained,247,198,385.1153206,402,231,0,3982.25329,3231.992112,18,10,iPhone
14916,14916,churned,34,28,35.88199233,2495,217,0,3624.279902,2473.786422,13,13,iPhone
4455,4455,retained,149,120,216.4202592,1627,150,140,4619.853496,3113.954283,12,10,iPhone
7663,7663,retained,7,7,359.1384811,3459,253,0,2323.972521,1046.135025,22,20,Android
11431,11431,retained,138,112,570.6142605,2737,0,14,4057.806012,3137.3976,8,8,iPhone
12441,12441,retained,22,22,118.9572046,2503,187,0,5086.222295,874.4229817,3,1,Android
9213,9213,retained,8,7,881.015554,2729,259,5,6553.42532,3306.86716,12,10,Android
3941,3941,,368,297,447.7229306,2464,56,71,1936.464013,1335.635134,7,5,Android
426,426,retained,17,17,45.68255487,2012,79,31,2085.274692,537.8816459,25,19,iPhone
949,949,churned,268,233,614.9547051,2794,0,0,3467.231588,2089.558312,3,3,iPhone
10087,10087,retained,7,7,21.01271131,3221,650,119,10750.51381,2530.407672,10,8,Android
7319,7319,retained,156,125,190.5668307,2255,216,18,1503.233525,548.8235373,9,7,iPhone
2865,2865,retained,85,85,361.8032062,3001,249,3,5630.458251,1957.984046,0,0,Android
9016,9016,retained,207,167,380.2197442,3326,203,34,7833.274391,1857.491408,3,0,Android
14706,14706,retained,160,129,179.4651564,3219,0,104,1735.178305,1042.354216,27,17,iPhone
4156,4156,churned,85,70,152.6851095,3227,0,0,1539.340282,444.0456346,7,7,Android
8060,8060,retained,111,89,215.3258928,1768,127,85,5267.907493,1882.008799,28,19,iPhone
14197,14197,retained,118,103,172.6567185,2648,31,14,6824.310632,3191.780329,8,6,iPhone
6545,6545,churned,41,37,164.7864816,703,57,7,1343.691301,566.0861625,23,18,iPhone
5908,5908,churned,57,48,100.8388727,1267,0,0,494.9885797,336.6289434,4,0,iPhone
7103,7103,retained,79,79,176.8520484,219,76,56,3139.45774,1723.011581,16,12,iPhone
7844,7844,retained,108,86,128.980572,1989,0,44,2901.788476,1185.016926,17,17,Android
1691,1691,retained,21,21,130.6904972,352,160,25,2620.658936,1459.362497,12,8,iPhone
12834,12834,retained,55,44,162.2998524,2787,51,0,3880.705414,2599.259436,6,5,iPhone
12402,12402,retained,58,47,101.9468753,1544,0,0,1138.703007,830.8222361,18,18,Android
1421,1421,retained,214,172,228.5352506,3368,131,6,2408.34893,963.5677116,20,11,Android
6244,6244,retained,15,15,50.73822946,1691,128,21,872.7195514,212.7479964,20,11,iPhone
4216,4216,retained,9,8,286.189104,3495,287,8,2497.909275,1380.540309,17,12,Android
819,819,retained,307,246,414.1020568,900,251,0,3932.155642,784.1534461,8,3,iPhone
4614,4614,retained,20,20,377.1827092,3090,48,138,6289.539295,4181.291428,30,22,iPhone
4162,4162,retained,47,37,94.7604354,2035,0,14,1848.107075,639.5973979,15,13,iPhone
7438,7438,retained,6,6,208.2298191,2840,112,0,4061.528776,2063.355975,5,5,iPhone
3422,3422,retained,17,17,63.17013008,203,295,21,2230.738156,1535.616197,19,15,iPhone
14676,14676,,106,106,170.6551793,281,50,0,3267.695633,867.2713343,5,4,iPhone
14429,14429,retained,24,19,346.2955828,3343,254,0,2125.988588,839.6492909,25,21,Android
11496,11496,retained,74,63,95.03056105,1693,360,65,1286.240623,591.7894835,18,15,iPhone
4257,4257,retained,34,27,64.88324648,1028,84,1,2359.767246,1229.824,13,13,Android
9891,9891,retained,58,58,66.78419002,268,12,3,6247.227974,1462.918775,29,19,Android
409,409,churned,23,19,163.5350442,1863,24,0,2374.259746,936.4956867,0,0,iPhone
1285,1285,retained,5,4,19.68679698,2185,26,0,3964.310814,1261.526789,23,19,Android
4814,4814,churned,67,54,185.4059868,801,0,128,3184.422109,1216.44495,12,10,iPhone
11631,11631,retained,71,70,174.1436174,3339,17,128,6136.248324,1609.951919,22,16,Android
6798,6798,retained,143,115,304.7169989,490,489,56,3088.804463,547.7281542,7,5,iPhone
4355,4355,retained,29,23,126.255973,832,9,0,974.9120158,220.3190661,16,15,Android
13382,13382,retained,122,98,178.071659,2180,344,5,895.5318374,691.4975606,27,17,iPhone
1091,1091,retained,55,55,55.45353009,2031,0,59,6861.940775,809.310014,24,16,iPhone
7998,7998,retained,12,11,13.85032783,1344,0,0,3400.555026,1045.093046,14,12,Android
73,73,retained,89,81,210.6642815,1189,0,68,5678.087584,1924.068701,29,22,iPhone
11600,11600,retained,20,17,187.7222432,141,0,0,2040.663076,1260.31056,19,18,iPhone
3585,3585,retained,23,21,37.20250967,2768,339,104,5262.494361,3380.912036,28,24,iPhone
4238,4238,retained,22,17,131.0176743,1976,113,0,1839.878883,1181.799066,25,16,Android
11218,11218,retained,90,74,707.1100019,3267,36,64,4000.546634,3005.459091,19,14,iPhone
6706,6706,retained,159,130,323.280673,341,5,62,2921.952554,1239.809287,5,0,iPhone
5751,5751,retained,88,71,189.6104599,1739,472,0,4117.761795,1302.764433,20,20,iPhone
291,291,churned,183,149,221.8495146,1848,266,51,1624.752998,1034.974113,5,5,Android
6084,6084,churned,18,18,66.57397011,2144,112,0,4864.706705,1967.06014,14,11,iPhone
13232,13232,churned,37,37,96.21139005,912,57,0,1832.649493,774.4033301,14,9,iPhone
8278,8278,retained,1,1,34.18047357,1807,139,9,1658.847182,732.406053,2,0,Android
11409,11409,retained,4,4,200.8574349,2389,56,32,4126.01516,1737.158395,6,6,iPhone
13823,13823,churned,18,18,20.5685163,121,40,0,2692.060671,2019.576481,2,1,Android
2089,2089,,82,66,260.8168293,909,0,0,6471.708353,4880.549137,11,7,Android
7873,7873,churned,87,74,160.9996894,316,87,0,1989.105553,819.5979473,4,0,iPhone
1801,1801,churned,43,37,257.2830139,3013,0,10,1234.48666,626.3439316,8,4,iPhone
13751,13751,retained,87,70,249.1494235,2185,9,0,9583.074463,7377.993249,20,19,iPhone
11821,11821,retained,112,90,151.2813886,1705,0,223,2495.576715,1222.382012,9,9,Android
1576,1576,retained,102,94,298.2808401,1253,9,0,3991.875087,1340.017026,18,14,Android
1110,1110,retained,17,14,32.90878539,2580,0,54,3766.18579,2294.490588,17,17,iPhone
318,318,retained,275,221,377.0828205,1822,0,0,3162.093616,908.6406646,15,13,iPhone
9985,9985,retained,4,4,71.64863644,513,0,44,2657.435359,283.4218385,26,23,iPhone
4038,4038,churned,123,105,158.2575532,3149,75,127,3922.29541,2413.019118,1,0,iPhone
13589,13589,retained,6,6,35.22531845,1142,0,17,4570.738745,2865.884888,4,2,iPhone
6194,6194,retained,30,27,41.10661211,1607,76,0,1813.21718,1500.647421,27,18,Android
1825,1825,retained,143,115,255.3168063,3467,121,22,907.6342278,164.8840125,11,11,iPhone
3146,3146,retained,126,114,235.3217557,1987,361,0,6730.62406,257.3250294,30,27,iPhone
5081,5081,retained,69,55,159.0912115,2688,30,96,2129.112607,971.0075042,5,2,iPhone
6832,6832,retained,19,18,27.64803681,2033,54,0,1673.577755,1031.023676,23,17,Android
3411,3411,retained,62,62,64.97681695,1550,0,83,1714.705232,379.0245246,10,7,iPhone
144,144,retained,53,43,169.9292346,2389,0,24,5406.819727,3727.775268,17,17,iPhone
8994,8994,churned,262,213,484.564451,1810,8,0,4280.536225,2814.921261,11,7,Android
4561,4561,retained,46,46,219.9985492,1256,0,0,2552.06394,1221.783357,10,7,iPhone
7732,7732,retained,4,4,38.50438816,2266,224,0,8846.391616,2928.537412,25,25,iPhone
3975,3975,retained,6,5,34.01225479,1463,848,30,1251.259904,755.2529673,28,26,Android
9113,9113,retained,37,30,258.5927512,2984,73,4,831.8931924,464.1742606,10,7,iPhone
7923,7923,retained,43,43,101.8036146,1345,80,13,1450.60914,281.953212,10,10,iPhone
13752,13752,retained,65,53,200.1815189,2885,92,16,3589.763123,586.7055029,13,10,iPhone
8613,8613,retained,11,11,74.88769727,3106,17,17,7776.255242,6237.976626,30,23,iPhone
4870,4870,retained,123,120,157.779224,3379,55,45,4571.949146,2549.673059,16,13,Android
13581,13581,retained,61,49,188.8087187,1667,0,9,6073.479029,1434.764629,19,19,iPhone
11799,11799,retained,76,61,125.2624821,3068,0,153,1683.246066,543.3234648,4,1,Android
8256,8256,,50,40,82.24217231,3369,262,0,7337.628302,3321.509869,17,9,iPhone
7163,7163,retained,84,67,410.1830161,3311,357,65,2087.314846,1048.938918,20,13,iPhone
1830,1830,retained,79,63,137.3402571,2775,361,29,2235.66353,1518.600795,29,21,iPhone
11975,11975,retained,70,57,145.9800291,1809,151,0,3333.271637,1480.569581,27,17,iPhone
85,85,retained,16,16,20.26166523,960,279,58,5044.128761,3437.228784,24,23,Android
14170,14170,retained,147,118,173.397246,2673,76,61,4468.244738,1194.983,0,0,iPhone
1219,1219,retained,94,75,100.5048654,266,0,0,4007.34323,2027.939914,25,16,iPhone
7416,7416,churned,24,23,100.8946517,1296,8,23,1724.091191,1427.748403,6,6,Android
14865,14865,retained,52,42,105.8051667,2354,6,50,2356.992755,132.5375718,22,13,Android
9458,9458,retained,12,10,159.2670607,3461,37,0,3299.503122,2436.744787,2,1,iPhone
3724,3724,retained,193,156,216.2600285,2771,0,0,3507.548927,2621.545155,23,20,Android
5689,5689,churned,98,80,176.4516173,1658,500,85,5008.883276,1838.41518,24,22,Android
10308,10308,retained,7,6,38.42094745,1294,48,233,6687.818494,3105.55417,16,8,Android
10959,10959,retained,35,29,133.9827978,2122,697,0,6255.958024,3496.231327,27,17,iPhone
6598,6598,retained,18,14,404.7809516,332,0,0,6184.062238,1962.825372,20,14,Android
13821,13821,retained,25,20,56.65414628,1076,0,0,3758.862826,871.8584584,14,10,Android
8807,8807,retained,124,105,320.3750601,406,254,27,2205.195924,538.7589826,19,16,iPhone
594,594,retained,73,60,206.2560047,3275,32,8,4272.375334,2319.926195,6,2,Android
4638,4638,retained,70,70,107.6037967,276,113,43,9112.293663,6381.287024,15,10,iPhone
9176,9176,retained,22,22,362.6090575,3290,0,0,5060.274051,2347.515945,18,14,Android
8272,8272,retained,6,6,313.658694,2645,7,37,4354.508338,1255.008936,8,8,iPhone
3519,3519,retained,98,82,102.4779466,3207,65,0,3519.284255,1371.72397,16,11,Android
7660,7660,retained,24,19,90.0555459,1956,83,11,6907.213372,2403.050559,1,0,Android
8629,8629,retained,81,65,102.9563461,1240,207,0,3895.005234,451.0797035,30,23,Android
14542,14542,,178,146,300.1177144,3402,0,61,6060.33986,1293.642212,20,12,iPhone
14380,14380,churned,118,95,153.14091,655,0,0,1400.545198,1149.751396,13,6,iPhone
5987,5987,retained,1,1,17.84310979,560,92,43,2943.773653,861.7882337,12,5,iPhone
61,61,retained,43,35,236.7279571,1756,29,53,1461.93937,954.0503968,8,8,iPhone
5723,5723,,27,21,104.6504892,921,87,29,4013.364369,2374.697408,23,16,iPhone
8158,8158,retained,18,18,80.14019995,2239,0,49,6004.555559,814.463974,16,12,iPhone
5152,5152,retained,32,26,160.5577159,1997,9,26,7768.456024,2405.972397,17,16,iPhone
10683,10683,churned,48,38,631.8032789,918,282,0,520.8548199,398.9203876,19,14,iPhone
5090,5090,retained,18,18,360.3470924,1131,418,0,3565.967884,2838.882405,17,11,iPhone
4489,4489,retained,95,78,99.10340023,1650,130,0,696.550783,385.5039437,24,20,iPhone
5620,5620,retained,133,115,186.5491448,1857,26,45,9354.136875,3530.948898,20,13,Android
11856,11856,retained,42,42,61.95691859,1258,0,55,807.4262406,403.3163289,25,24,iPhone
12378,12378,retained,23,18,240.7681281,2641,69,190,2876.951543,1750.240621,25,15,iPhone
13009,13009,,298,241,330.5719982,112,110,115,5599.771419,2053.583294,4,4,iPhone
4866,4866,retained,6,5,32.92188077,1851,0,51,1308.812254,931.9454854,7,4,iPhone
13123,13123,churned,53,44,105.3659664,1901,52,0,4106.868008,193.0415576,6,4,Android
14885,14885,retained,311,249,324.0299526,2123,0,16,2109.852425,1565.33643,5,5,iPhone
6749,6749,retained,70,56,91.02126749,2955,237,0,2631.279809,1710.574461,15,15,iPhone
7044,7044,retained,108,97,305.7602594,1479,66,249,2376.875096,1146.645326,11,4,Android
11403,11403,retained,124,100,145.2827664,1334,212,36,683.114221,195.7083961,12,10,Android
5493,5493,retained,127,102,301.7441312,1901,0,0,6131.851985,2762.825144,4,0,iPhone
3958,3958,retained,95,76,173.2819403,2295,0,96,5985.876256,2646.077873,6,6,Android
958,958,churned,29,24,200.4515557,359,92,60,2499.700159,1955.616968,1,0,iPhone
472,472,churned,250,209,257.0548808,1341,139,19,10828.24439,4322.142842,1,1,Android
5960,5960,retained,84,67,167.0478727,3081,86,138,4655.963314,3650.26391,17,13,iPhone
1513,1513,churned,123,100,337.3515206,761,1170,27,994.5250904,711.5250823,12,5,Android
2290,2290,retained,20,20,20.29843642,1979,201,0,5248.481968,3372.102651,18,14,iPhone
12624,12624,retained,33,30,192.4387267,998,0,57,1950.684977,1502.247475,17,15,iPhone
5967,5967,retained,24,20,26.90523933,720,475,0,5743.758386,1861.043134,0,0,iPhone
4064,4064,churned,53,45,241.9931862,2116,0,164,3075.22964,2273.755069,0,0,iPhone
13766,13766,retained,4,3,325.1598529,363,15,0,11227.24672,3678.095146,21,19,iPhone
1479,1479,churned,36,29,58.93462142,653,96,58,1381.524644,660.5017026,5,3,iPhone
9532,9532,retained,10,9,65.25306186,796,27,0,7081.082103,3297.474508,23,15,Android
8276,8276,churned,262,213,270.3738116,3486,15,39,4019.977137,55.12593709,9,7,iPhone
2899,2899,retained,201,183,206.9018216,1117,60,0,4942.959203,2078.492094,20,15,iPhone
5849,5849,retained,46,40,75.35044539,3421,298,9,4494.397323,645.5735134,25,16,iPhone
7100,7100,retained,56,45,248.2678388,3473,51,142,1571.124449,908.4571821,16,16,iPhone
6071,6071,,75,60,215.5019114,2252,205,38,675.6690805,411.1020556,5,5,iPhone
9089,9089,retained,391,322,725.4351709,2518,54,0,1894.474471,1222.610345,26,26,iPhone
7631,7631,retained,85,68,180.1615518,22,13,0,3293.183021,1100.665382,7,1,Android
9490,9490,retained,26,24,266.9270712,3491,256,19,3500.312981,2258.39648,16,13,Android
10766,10766,retained,111,89,129.590942,679,31,51,3566.15633,1904.708746,22,22,Android
3708,3708,retained,11,11,52.38561799,2359,0,14,4862.576868,2232.90832,16,10,Android
9551,9551,retained,2,2,31.85876486,1001,115,0,2661.846703,1457.996684,0,0,Android
13134,13134,churned,101,101,248.6539766,1862,110,0,4262.819786,2490.435004,3,2,Android
9577,9577,retained,54,44,304.4234323,1700,291,0,3407.806647,1258.2513,17,16,Android
5239,5239,retained,44,37,96.77102515,3333,177,18,9921.148043,1858.903233,8,4,iPhone
9189,9189,retained,27,22,224.5537847,3456,368,0,5911.304579,2665.158022,4,4,iPhone
